area_type,availability,location,size,society,total_sqft,bath,balcony,price,lat,lon
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,39.0,13.054713,77.6339258
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1717,3.0,3.0,120.0,13.0784743,77.6068938
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1370,3.0,2.0,67.0,12.9919033,77.7162015
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,GMownTe,1025,2.0,1.0,90.0,12.8496783,77.6649749
Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,,1409,2.0,3.0,62.0,12.8513284,77.5999002
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1200,2.0,1.0,52.0,12.93577245,77.66676103753434
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,NRtesnd,1200,2.0,1.0,53.5,13.054713,77.6339258
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1740,4.0,3.0,130.0,44.3730577,-71.6118577
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,88.0,13.0258087,77.6305067
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,36.0,17.4436387,77.433391
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,5924,4.0,3.0,625.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Veersandra,2 BHK,Shnto F,1250,2.0,1.0,50.0,Veersandra,Veersandra
Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1475,2.0,2.0,171.0,Munivenkatppa Layout,Munivenkatppa Layout
Super built-up  Area,Ready To Move,Bommanahalli,4 BHK,Alarke ,2100,4.0,2.0,85.0,12.9089453,77.6239038
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1 BHK,,552,1.0,1.0,23.5,12.9163386,77.578242
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1065,2.0,2.0,42.59,12.9055682,77.5455438
Plot  Area,17-Aug,Hennur,3 Bedroom,,1000,3.0,1.0,130.0,13.0258087,77.6305067
Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,,1225,2.0,0.0,65.0,15.3456136,76.7843104
Built-up  Area,Ready To Move,Harsha Layout,1 BHK,,650,1.0,0.0,16.0,13.0759475,77.6020077
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Gancy P,1067,2.0,2.0,52.0,12.91814255,77.55767110316643
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1364,2.0,2.0,56.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Tata Nagar,3 BHK,,1750,3.0,3.0,75.0,19.0526286,72.9197627
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1240,2.0,1.0,71.0,12.8870547,77.5969483
Plot  Area,Ready To Move,Hulimavu,2 Bedroom,,1200,2.0,0.0,75.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,102.0,12.9888515,77.7183672
Super built-up  Area,Ready To Move,New Thippasandra,2 BHK,,1116,2.0,1.0,49.8,12.9736956,77.6536931
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2365,4.0,2.0,175.0,13.0258087,77.6305067
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1308,2.0,2.0,37.0,Sarjapura - Attibele Road,Sarjapura - Attibele Road
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,,864,2.0,0.0,45.0,29.2436472,73.5222553
Plot  Area,Ready To Move,Vidyaranyapura,5 Bedroom,,1200,5.0,1.0,139.0,13.4061933,75.2498674
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,100.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Chennammana Kere,4 BHK,,1800,4.0,1.0,145.0,Chennammana Kere,Chennammana Kere
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,107.0,13.054713,77.6339258
Super built-up  Area,18-Jun,JP Nagar,3 BHK,,1275,2.0,2.0,43.6,12.2655944,76.6465404
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060,2.0,1.0,48.0,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1160,2.0,1.0,49.0,13.0258087,77.6305067
Plot  Area,Ready To Move,Hosa Road,3 Bedroom,,675,3.0,1.0,70.0,12.8747372,77.668964
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1310,2.0,1.0,66.0,13.0258087,77.6305067
Plot  Area,Ready To Move,Vijayanagar,6 Bedroom,,1806,6.0,1.0,370.0,29.2436472,73.5222553
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,165.0,12.9406152,77.7469937
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693,3.0,1.0,125.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,60.0,12.7852528,77.6380931
Plot  Area,18-Jan,Devanahalli,3 Bedroom,Ozdiaan,1200,3.0,1.0,145.0,13.2483502,77.7134377
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1310,2.0,1.0,37.83,12.8162443,77.6916113
Super built-up  Area,Ready To Move,Tigalarpalya,2 BHK,,1150,2.0,1.0,60.0,Tigalarpalya,Tigalarpalya
Super built-up  Area,18-Apr,Munnekollal,3 BHK,Sadhii ,1385,2.0,2.0,66.5,Munnekollal,Munnekollal
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Redarav,1066,2.0,2.0,52.5,13.0156809,77.554045
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2293,3.0,2.0,80.26,13.054713,77.6339258
Plot  Area,Ready To Move,Tindlu,3 Bedroom,,720,3.0,1.0,81.0,13.2338969,77.5947061
Carpet  Area,Ready To Move,2nd Block Bel Layout,3 BHK,,1625,3.0,3.0,92.0,14.5396384,121.0707621
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.4,12.8533901,77.6383481
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,,2100,6.0,1.0,252.0,29.2436472,73.5222553
Super built-up  Area,Ready To Move,sarjapura main road,4 BHK,,2400,4.0,3.0,250.0,12.8600866,77.7861352
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Axdam V,1000,2.0,1.0,70.65,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,MYncysi,907,2.0,2.0,38.0,12.99346445,77.66408684856933
Plot  Area,Ready To Move,Ulsoor,4 Bedroom,,3500,4.0,0.0,138.0,12.9778793,77.6246697
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1395,2.0,3.0,79.0,12.9406152,77.7469937
Super built-up  Area,Ready To Move,Kumbena Agrahara,2 BHK,Shont F,1180,2.0,2.0,50.0,13.0017965,77.7473882
Plot  Area,Ready To Move,Banaswadi,5 Bedroom,,1903,6.0,2.0,140.0,13.0141618,77.6518539
Super built-up  Area,18-Mar,Electronic City,2 BHK,,1175,2.0,1.0,47.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,,1272,2.0,2.0,51.5,13.0642961,77.50101385977811
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1490,2.0,1.0,92.0,Hiremath Layout,Hiremath Layout
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1144,2.0,2.0,67.0,13.021834550000001,77.54768594156756
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SLtraks,1143,2.0,1.0,53.0,13.0281929,77.6630185
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0,19.1172,72.8903
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0,44.3730577,-71.6118577
Super built-up  Area,17-Jun,Nallurhalli,2 BHK,Mauil T,1044,2.0,1.0,60.0,Nallurhalli,Nallurhalli
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,93.0,12.977178,77.7436455
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,1552,3.0,3.0,75.0,13.0258087,77.6305067
Built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785,3.0,2.0,120.0,12.93577245,77.66676103753434
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,810,2.0,2.0,34.5,12.9942607,77.6666656
Super built-up  Area,18-May,Banashankari Stage V,3 BHK,Naiewre,1650,3.0,2.0,51.98,12.9401275,77.5508062
Super built-up  Area,Ready To Move,Akshayanagara East,3 BHK,,1595,3.0,2.0,70.39,Akshayanagara East,Akshayanagara East
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1060,2.0,1.0,35.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1410,2.0,3.0,65.0,Babusapalaya,Babusapalaya
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1523,2.0,2.0,56.0,12.9546741,77.5121724
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,122.0,26.9291996,75.703282
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1640,3.0,3.0,84.0,13.0467537,77.6321873
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,450,1.0,0.0,16.0,13.0978039,77.5811889
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Amarere,1305,2.0,2.0,60.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,,1590,3.0,1.0,54.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Frowsru,1240,2.0,3.0,45.0,12.9846713,77.6790908
Super built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1200,2.0,2.0,54.0,13.0681863,77.6248026
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,41.16,12.96577205,77.70809738675412
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1180,2.0,1.0,128.0,13.2923988,77.7519261
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0,Bisuvanahalli,Bisuvanahalli
Super built-up  Area,Ready To Move,4th Block Jayanagar,3 BHK,,1567.2,2.0,0.0,190.0,12.9256349,77.58335377716196
Super built-up  Area,Ready To Move,Channasandra,3 BHK,Unm 2El,1310,2.0,2.0,45.0,12.9804938,77.7683853
Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,26136,1.0,0.0,150.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5,13.3323715,75.791516
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,,1200,4.0,1.0,140.0,12.9159404,77.5793207
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,37.0,13.0558284,77.9387039
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,55.5,12.8628843,76.4711677
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390,2.0,2.0,70.21,13.1006982,77.5963454
Built-up  Area,Ready To Move,Hulimavu,2 BHK,,132Sq. Yards,2.0,3.0,46.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0,13.8038945,75.7464951
Plot  Area,Ready To Move,Lingarajapuram,7 Bedroom,,1280,5.0,3.0,150.0,13.0117678,77.6278288
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0,13.0044979,77.6603231
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1196,2.0,2.0,57.9,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,57.0,12.9252241,77.6367015
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,950,2.0,1.0,31.95,12.9173303,77.667161
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1141,2.0,1.0,55.0,58.6509563,25.0270542
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Saisena,1200,2.0,2.0,51.0,12.9163386,77.578242
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Elayabh,855,2.0,1.0,32.0,12.8529125,77.6556155
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,17.4436387,77.433391
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Siissi ,922,2.0,1.0,36.0,17.4436387,77.433391
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,43.2,Nagappa Reddy Layout,Nagappa Reddy Layout
Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,Gaenty ,1240,2.0,2.0,65.0,12.9395391,77.4954936
Super built-up  Area,18-Aug,7th Phase JP Nagar,2 BHK,,1070,2.0,2.0,42.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,75.0,13.093677150000001,79.67042111436197
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,,1380,2.0,1.0,50.0,13.03969,80.23565
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1599,3.0,2.0,80.0,13.0978039,77.5811889
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,967,2.0,2.0,41.1,24.8702548,74.6176246
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SaMTBai,1885,3.0,3.0,90.0,12.9157034,77.52755355
Built-up  Area,Ready To Move,1st Block Koramangala,2 BHK,,860,2.0,2.0,65.5,12.9281964,77.6294763
Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,1075,1.0,0.0,19.5,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,1.0,63.5,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595,3.0,2.0,88.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1350,2.0,2.0,102.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1204,2.0,2.0,45.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.0,12.9252241,77.6367015
Super built-up  Area,18-Dec,ITPL,2 BHK,,1000,2.0,1.0,29.95,12.9845687,77.73766474151809
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1457,3.0,3.0,85.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,47.0,12.8922203,77.6558048
Super built-up  Area,21-Dec,Bannerghatta,2 BHK,,1100,2.0,1.0,66.0,12.53290595,77.54619068920488
Super built-up  Area,18-Mar,Whitefield,3 BHK,Prtates,1655,3.0,3.0,120.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1691.2,3.0,1.0,115.0,26.9291996,75.703282
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,46.1,13.1196469,77.5586193
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,1010 - 1300,2.0,0.0,50.125,26.9291996,75.703282
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1639,3.0,2.0,129.0,12.9919033,77.7162015
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1685,3.0,1.0,135.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,Kaveri Nagar,5 Bedroom,,1008,4.0,2.0,180.0,12.9774395,78.2307619
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Jhntspa,1100,2.0,3.0,38.0,13.0281929,77.6630185
Super built-up  Area,19-Sep,Marathahalli,3 BHK,Vaeva E,2122,3.0,2.0,125.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1050,2.0,2.0,47.0,12.88929715,77.55955229173568
Built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1230,2.0,2.0,45.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1240,3.0,2.0,60.0,12.9163386,77.578242
Built-up  Area,16-Oct,Electronic City Phase II,3 BHK,Brods W,1252,2.0,3.0,65.0,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1374,2.0,2.0,88.0,12.9311905,77.5908939
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,30.0,12.9159404,77.5793207
Plot  Area,Ready To Move,Arekere,8 Bedroom,,1200,8.0,2.0,225.0,12.8872086,77.5960493
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,13.0382184,77.5919
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1040,2.0,3.0,45.0,15.8876779,75.7046777
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1350,2.0,2.0,68.0,12.9252241,77.6367015
Super built-up  Area,18-Apr,Whitefield,4 BHK,Prtates,4003,6.0,3.0,300.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,90.0,12.8922203,77.6558048
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.16,14.0771569,75.2124556
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1250,2.0,2.0,60.0,Crimson Layout,Crimson Layout
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97,17.4436387,77.433391
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Baesta ,1015,2.0,2.0,50.0,13.0258087,77.6305067
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1351,2.0,2.0,78.0,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,960,2.0,2.0,50.0,13.0978039,77.5811889
Super built-up  Area,18-May,Virat Nagar,2 BHK,,1110,2.0,2.0,52.0,16.8820329,78.7604606
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1680,3.0,2.0,72.0,13.03969,80.23565
Plot  Area,Ready To Move,Arekere,3 Bedroom,Vetanan,2400,3.0,1.0,180.0,12.8872086,77.5960493
Plot  Area,18-Apr,Yemlur,4 Bedroom,Epllan ,11000,5.0,3.0,2000.0,12.946651450000001,77.67606545972268
Built-up  Area,18-Mar,Ramamurthy Nagar Extension,3 BHK,SaaceSa,1350,3.0,2.0,48.6,13.0028867,77.5621032
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Asorai ,1254,2.0,2.0,47.0,13.0133409,77.6618516
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3.0,2.0,115.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,ARestco,1051,2.0,3.0,61.0,17.2510682,80.1651978
Plot  Area,Ready To Move,"2nd phase jp nagar, jp nagar",3 Bedroom,,1200,3.0,1.0,205.0,"2nd phase jp nagar, jp nagar","2nd phase jp nagar, jp nagar"
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,RaontWa,1099,2.0,2.0,65.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Hebbal,3 BHK,SNontle,2650,4.0,3.0,199.0,13.0382184,77.5919
Built-up  Area,18-May,Mathikere Extension,4 Bedroom,,2000,2.0,1.0,160.0,26.230144,-97.853458
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,RNvasth,1541,2.0,2.0,130.0,13.021834550000001,77.54768594156756
Plot  Area,18-May,Sarjapur  Road,3 Bedroom,Cetattu,1200,3.0,2.0,70.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,Whitefield,2 BHK,GCngsn ,1125,2.0,2.0,45.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.0,12.8533901,77.6383481
Super built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834,1.0,1.0,62.0,12.9385483,77.6296832
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1320,3.0,2.0,60.0,Gollarapalya Hosahalli,Gollarapalya Hosahalli
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,,1200,3.0,1.0,149.0,12.9744129,77.6743533
Plot  Area,Ready To Move,Indra Nagar,8 Bedroom,,1000,7.0,0.0,160.0,25.8199424,73.437531
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,74.0,12.3872141,76.6669626
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4400,5.0,2.0,500.0,44.3730577,-71.6118577
Plot  Area,Ready To Move,Kanakpura Road,1 Bedroom,,2Acres,1.0,0.0,125.0,26.9291996,75.703282
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,,600,1.0,0.0,52.0,12.9706816,77.5248635
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suram S,1180,2.0,2.0,70.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,SLoven ,1010,2.0,1.0,50.0,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1070,2.0,1.0,38.0,12.9804938,77.7683853
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,,1580,3.0,3.0,105.0,12.8921555,77.680378
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.0,12.922544,77.6633431
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1200,2.0,1.0,76.0,23.1485712,81.6048241
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Prmesi ,1040,2.0,2.0,45.0,12.8661075,77.59192
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Inods A,1430,2.0,2.0,90.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1215,2.0,2.0,52.85,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,650,1.0,1.0,70.0,12.9624669,77.6381958
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,105.0,13.054713,77.6339258
Built-up  Area,Ready To Move,Manonarayanapalya,3 Bedroom,,800,2.0,1.0,52.0,Manonarayanapalya,Manonarayanapalya
Built-up  Area,Ready To Move,Hormavu,2 Bedroom,,750,2.0,0.0,58.0,13.0281929,77.6630185
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,2.0,2.0,60.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.4,12.8746006,77.6255106
Super built-up  Area,Ready To Move,Cholanayakanahalli,4 BHK,,2000,4.0,1.0,135.0,12.9601102,77.3614346
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,2.0,480.0,12.9256349,77.58335377716196
Built-up  Area,Ready To Move,Yelahanka,3 BHK,BKideor,1650,3.0,3.0,105.0,13.1006982,77.5963454
Super built-up  Area,18-Jun,1st Block Jayanagar,2 BHK,,1235,2.0,2.0,148.0,12.9295069,77.5801653
Built-up  Area,Ready To Move,Yelahanka,2 BHK,JSlipTu,1200,2.0,2.0,55.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,985,2.0,2.0,42.0,12.9159785,77.48243125
Super built-up  Area,18-May,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,63.0,13.1196469,77.5586193
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,0.0,348.0,13.0382184,77.5919
Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,53.99,12.9252241,77.6367015
Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Apvas N,900,2.0,3.0,35.0,12.9311905,77.5908939
Plot  Area,Ready To Move,Gottigere,4 Bedroom,,2500,3.0,2.0,120.0,12.8565317,77.5877237
Built-up  Area,Ready To Move,GM Palaya,2 BHK,,1030,2.0,1.0,60.0,GM Palaya,GM Palaya
Super built-up  Area,18-Apr,Kamdhenu Nagar,2 BHK,,1000,2.0,1.0,46.0,12.9960265,77.6864573
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Vaunei ,3800,3.0,3.0,325.0,12.9252241,77.6367015
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4260,4.0,2.0,333.0,Kasavanhalli,Kasavanhalli
Plot  Area,Ready To Move,Brookefield,5 Bedroom,Goodsrb,1950,6.0,3.0,175.0,33.5935063,-79.0345627
Super built-up  Area,Ready To Move,Kudlu,3 BHK,GKityde,1570,2.0,2.0,65.94,12.8889126,77.6555716
Super built-up  Area,18-Aug,Kanakapura,2 BHK,GoityEt,1283,2.0,2.0,68.0,12.5450268,77.4199095
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,875,2.0,2.0,40.0,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,,1200,2.0,2.0,52.0,17.3324159,78.5981032
Plot  Area,Ready To Move,HAL 2nd Stage,3 Bedroom,,2700,3.0,0.0,500.0,12.9686377,77.6382282
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,,2400,2.0,3.0,180.0,12.8792861,77.5697529
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,2.0,68.75,12.9277134,77.5514022
Super built-up  Area,18-Feb,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,196.0,13.0460773,77.7503908
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,990,2.0,2.0,37.62,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,85.0,12.9351457,77.7047541
Super built-up  Area,Ready To Move,Brindavan Nagar,2 BHK,,1280,2.0,2.0,90.0,19.0419609,72.9220728929972
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2750,4.0,0.0,413.0,12.9295069,77.5801653
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2.0,1.0,55.0,Reliaable Tranquil Layout,Reliaable Tranquil Layout
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1100,2.0,2.0,60.0,12.897971,77.5700846
